,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
12339,Kortrijk,HOUSE,HOUSE,179000.0,2.0,76.0,HYPER_EQUIPPED,0,0.0,1,40.0,0,0.0,51.0,0.0,0,AS_NEW
12340,Diksmuide,HOUSE,HOUSE,179000.0,2.0,175.0,INSTALLED,0,0.0,1,0.0,0,0.0,90.0,0.0,0,GOOD
12341,Jemappes,HOUSE,HOUSE,180000.0,4.0,290.0,NOT_INSTALLED,0,0.0,1,25.0,1,300.0,455.0,3.0,0,TO_RENOVATE
12342,Boussu,HOUSE,HOUSE,184900.0,2.0,87.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12343,GOMPEL,HOUSE,HOUSE,326830.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,437.0,3.0,0,UNKNOWN
12344,Balen,HOUSE,HOUSE,195000.0,3.0,233.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,600.0,3.0,0,UNKNOWN
12345,Haneffe,HOUSE,TOWN_HOUSE,359100.0,3.0,994.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
12346,Gistel,HOUSE,HOUSE,269000.0,4.0,159.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,475.0,572.0,0.0,0,TO_BE_DONE_UP
12347,Torhout,HOUSE,HOUSE,179000.0,2.0,105.0,INSTALLED,0,0.0,0,0.0,0,0.0,54.0,2.0,0,GOOD
12348,Chaumont-Gistoux,APARTMENT,APARTMENT,230000.0,2.0,70.0,SEMI_EQUIPPED,0,0.0,1,14.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
12349,AUTRE-ÉGLISE,HOUSE,HOUSE,275000.0,4.0,155.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,0.0,1057.0,2.0,0,UNKNOWN
12350,SINT-TRUIDEN,HOUSE,HOUSE,189000.0,3.0,145.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,383.0,3.0,0,TO_BE_DONE_UP
12351,Bon-Secours,HOUSE,HOUSE,90000.0,2.0,90.0,INSTALLED,0,0.0,0,0.0,0,0.0,230.0,2.0,0,UNKNOWN
12352,Péruwelz,HOUSE,HOUSE,150000.0,4.0,185.0,INSTALLED,0,0.0,0,0.0,0,0.0,550.0,3.0,0,UNKNOWN
12353,Anderlecht,APARTMENT,APARTMENT,175000.0,2.0,74.0,NOT_DEFINED,0,1.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12354,Ekeren,HOUSE,HOUSE,300000.0,2.0,138.0,NOT_DEFINED,0,0.0,0,0.0,1,73.0,148.0,2.0,0,JUST_RENOVATED
12355,Beverlo,HOUSE,HOUSE,362925.0,3.0,157.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,545.0,4.0,0,UNKNOWN
12356,Edegem,HOUSE,VILLA,1590000.0,4.0,353.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,703.0,4.0,0,UNKNOWN
12357,WEGNEZ,HOUSE,HOUSE,179000.0,3.0,162.0,NOT_DEFINED,0,0.0,0,0.0,1,160.0,242.0,3.0,0,GOOD
12358,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,399000.0,2.0,163.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,0.0,1733.0,4.0,0,GOOD
12359,Wilrijk,HOUSE,MANSION,560000.0,5.0,283.0,USA_INSTALLED,0,0.0,1,0.0,1,53.0,140.0,2.0,0,TO_BE_DONE_UP
12360,Mariakerke,HOUSE,HOUSE,399900.0,6.0,216.0,INSTALLED,0,0.0,0,0.0,0,0.0,289.0,3.0,0,GOOD
12361,Evergem,HOUSE,HOUSE,415000.0,2.0,141.0,INSTALLED,0,0.0,0,0.0,0,0.0,773.0,4.0,0,AS_NEW
12362,Gent Ledeberg,APARTMENT,APARTMENT,319000.0,3.0,110.0,HYPER_EQUIPPED,0,0.0,1,3.0,0,0.0,0.0,2.0,0,GOOD
12363,Brussels City,APARTMENT,FLAT_STUDIO,130000.0,0.0,20.0,SEMI_EQUIPPED,0,0.0,1,3.0,0,0.0,0.0,2.0,0,AS_NEW
12364,Knokke-Heist,HOUSE,HOUSE,525000.0,3.0,132.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,68.0,2.0,0,AS_NEW
12365,RHODE-SAINT-GENESE,HOUSE,HOUSE,695000.0,5.0,213.0,NOT_DEFINED,0,1.0,1,30.0,0,0.0,1553.0,4.0,0,TO_BE_DONE_UP
12366,Berchem,APARTMENT,APARTMENT,129500.0,1.0,45.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
12367,Vielsalm,APARTMENT,APARTMENT,775000.0,3.0,150.0,HYPER_EQUIPPED,0,0.0,1,128.0,1,0.0,0.0,0.0,0,UNKNOWN
12368,Vielsalm,APARTMENT,APARTMENT,775000.0,3.0,150.0,HYPER_EQUIPPED,0,0.0,1,127.0,1,0.0,0.0,0.0,0,UNKNOWN
12369,Vielsalm,APARTMENT,APARTMENT,475000.0,2.0,122.0,HYPER_EQUIPPED,0,0.0,1,48.0,1,0.0,0.0,0.0,0,UNKNOWN
12370,Vielsalm,APARTMENT,APARTMENT,475000.0,2.0,122.0,HYPER_EQUIPPED,0,0.0,1,48.0,1,0.0,0.0,0.0,0,UNKNOWN
12371,Vielsalm,APARTMENT,APARTMENT,475000.0,2.0,122.0,HYPER_EQUIPPED,0,0.0,1,47.0,1,0.0,0.0,0.0,0,UNKNOWN
12372,Vielsalm,APARTMENT,APARTMENT,475000.0,2.0,122.0,HYPER_EQUIPPED,0,0.0,1,43.0,1,0.0,0.0,0.0,0,UNKNOWN
12373,Roeselare,HOUSE,HOUSE,330000.0,2.0,110.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,276.0,0.0,0,AS_NEW
12374,Izegem,HOUSE,HOUSE,330000.0,4.0,311.0,INSTALLED,0,0.0,1,0.0,1,0.0,302.0,0.0,0,GOOD
12375,Evere,HOUSE,HOUSE,335000.0,2.0,100.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,100.0,2.0,0,UNKNOWN
12376,Evere,HOUSE,HOUSE,335000.0,2.0,100.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,100.0,2.0,0,UNKNOWN
12377,Fontaine-l'Évêque,HOUSE,MANSION,335000.0,4.0,315.0,INSTALLED,0,0.0,1,40.0,1,350.0,820.0,0.0,0,GOOD
12378,Roeselare,HOUSE,HOUSE,335000.0,3.0,180.0,INSTALLED,0,0.0,1,55.0,1,55.0,233.0,3.0,0,GOOD
12379,Roeselare,HOUSE,HOUSE,339000.0,4.0,163.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,292.0,0.0,0,AS_NEW
12380,Lauwe,HOUSE,HOUSE,339000.0,4.0,179.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,360.0,3.0,0,AS_NEW
12381,Linter,HOUSE,HOUSE,340000.0,2.0,123.0,USA_INSTALLED,0,0.0,1,0.0,0,0.0,891.0,4.0,0,GOOD
12382,Pittem,HOUSE,HOUSE,345000.0,3.0,170.0,INSTALLED,0,0.0,1,20.0,1,200.0,570.0,4.0,0,GOOD
12383,De Pinte,HOUSE,HOUSE,346000.0,2.0,115.0,INSTALLED,0,0.0,1,64.0,0,0.0,132.0,3.0,0,GOOD
12384,Sint-Pieters-Leeuw,HOUSE,HOUSE,349000.0,4.0,180.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,550.0,3.0,0,TO_BE_DONE_UP
12385,Boom,HOUSE,HOUSE,349000.0,3.0,135.0,INSTALLED,0,0.0,1,30.0,0,0.0,0.0,0.0,0,UNKNOWN
12386,Pittem,HOUSE,HOUSE,349000.0,2.0,107.0,INSTALLED,0,0.0,0,0.0,1,82.0,316.0,4.0,0,GOOD
12387,Tubize,HOUSE,HOUSE,350000.0,3.0,174.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,270.0,352.0,3.0,0,TO_BE_DONE_UP
12388,Beaumont,HOUSE,APARTMENT_BLOCK,350000.0,2.0,220.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
12389,Beaumont,HOUSE,APARTMENT_BLOCK,350000.0,2.0,220.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
12390,Dottignies,HOUSE,HOUSE,359000.0,6.0,225.0,INSTALLED,0,0.0,1,40.0,1,456.0,813.0,4.0,0,GOOD
12391,Mettet Biesme,HOUSE,VILLA,360000.0,4.0,192.0,USA_INSTALLED,0,0.0,1,52.0,1,900.0,1398.0,4.0,0,AS_NEW
12392,Alveringem,HOUSE,FARMHOUSE,360000.0,3.0,190.0,INSTALLED,0,0.0,0,0.0,1,0.0,4395.0,4.0,0,TO_RENOVATE
12393,Alveringem,HOUSE,HOUSE,360000.0,3.0,190.0,INSTALLED,0,0.0,0,0.0,1,0.0,4395.0,4.0,0,TO_RENOVATE
12394,Lier,HOUSE,HOUSE,365000.0,3.0,125.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,0.0,0.0,2.0,0,UNKNOWN
12395,Deinze,HOUSE,HOUSE,365000.0,3.0,142.0,INSTALLED,0,0.0,1,0.0,1,0.0,70.0,2.0,0,UNKNOWN
12396,Mol,HOUSE,HOUSE,369000.0,5.0,199.0,INSTALLED,0,0.0,1,0.0,1,0.0,1125.0,0.0,0,GOOD
12397,Oostende,HOUSE,HOUSE,369000.0,4.0,230.0,INSTALLED,0,0.0,1,10.0,0,0.0,81.0,0.0,0,GOOD
12398,Héron,HOUSE,HOUSE,370000.0,3.0,161.0,INSTALLED,0,0.0,1,24.0,1,2573.0,2802.0,4.0,0,GOOD
12399,Laarne,HOUSE,HOUSE,370000.0,2.0,115.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,900.0,4.0,1,TO_BE_DONE_UP
12400,Olen,HOUSE,HOUSE,374000.0,4.0,320.0,INSTALLED,0,0.0,0,0.0,0,0.0,635.0,0.0,0,GOOD
12401,Genval,HOUSE,HOUSE,375000.0,2.0,100.0,INSTALLED,0,0.0,1,21.0,1,0.0,362.0,0.0,0,GOOD
12402,Vilvoorde,HOUSE,BUNGALOW,375000.0,2.0,120.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,602.0,0.0,0,AS_NEW
12403,Antwerp,HOUSE,HOUSE,309000.0,2.0,125.0,INSTALLED,0,0.0,0,0.0,0,0.0,32.0,0.0,0,GOOD
12404,Schaerbeek,HOUSE,HOUSE,2200000.0,1.0,994.0,INSTALLED,0,0.0,1,0.0,1,0.0,500.0,0.0,0,GOOD
12405,Wevelgem,HOUSE,HOUSE,185000.0,3.0,114.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,125.0,0.0,0,GOOD
12406,ROCOURT,HOUSE,HOUSE,335000.0,3.0,170.0,INSTALLED,0,0.0,1,20.0,1,300.0,410.0,3.0,0,GOOD
12407,Denderhoutem,HOUSE,VILLA,795000.0,4.0,296.0,INSTALLED,0,0.0,1,90.0,1,3200.0,4604.0,0.0,0,AS_NEW
12408,Oostende,APARTMENT,APARTMENT,455000.0,2.0,102.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12409,Borgloon,HOUSE,HOUSE,209000.0,3.0,193.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,546.0,3.0,0,TO_RENOVATE
12410,Heule,HOUSE,HOUSE,175000.0,3.0,110.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,217.0,2.0,0,UNKNOWN
12411,Tienen,APARTMENT,DUPLEX,185000.0,2.0,71.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12412,Tienen,APARTMENT,DUPLEX,210000.0,2.0,72.0,NOT_DEFINED,0,0.0,1,14.0,0,0.0,0.0,0.0,0,GOOD
12413,Tienen,APARTMENT,APARTMENT,259000.0,2.0,88.0,NOT_DEFINED,0,0.0,1,11.0,0,0.0,0.0,0.0,0,GOOD
12414,Evergem,HOUSE,HOUSE,385000.0,3.0,191.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,4.0,0,GOOD
12415,Hannut,HOUSE,HOUSE,275000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,1,0.0,0,0.0,756.0,2.0,0,UNKNOWN
12416,Mouscron,APARTMENT,APARTMENT,109000.0,1.0,99.71322712115598,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,1.0,0,UNKNOWN
12417,Waregem,APARTMENT,APARTMENT,415000.0,2.0,120.0,USA_HYPER_EQUIPPED,0,0.0,1,25.0,0,0.0,0.0,0.0,0,AS_NEW
12418,Tournai,HOUSE,HOUSE,360000.0,2.0,141.0,INSTALLED,0,0.0,1,10.0,1,0.0,1434.0,4.0,0,UNKNOWN
12419,Roeselare,APARTMENT,APARTMENT,247500.0,2.0,98.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_BE_DONE_UP
12420,Bavikhove,HOUSE,HOUSE,500000.0,3.0,196.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,464.0,3.0,0,UNKNOWN
12421,Bavikhove,HOUSE,HOUSE,435000.0,3.0,173.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,337.0,2.0,0,UNKNOWN
12422,Schilde,HOUSE,VILLA,680000.0,5.0,186.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1792.0,4.0,0,GOOD
12423,Gizi - Pedion Areos,APARTMENT,APARTMENT,125000.0,2.0,75.0,NOT_DEFINED,1,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12424,Athènes,APARTMENT,APARTMENT,215000.0,1.0,51.0,NOT_DEFINED,0,1.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12425,Knokke,APARTMENT,APARTMENT,330000.0,2.0,76.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12426,VIERSET-BARSE,HOUSE,HOUSE,250000.0,3.0,120.0,INSTALLED,0,0.0,1,0.0,1,0.0,330.0,3.0,0,GOOD
12427,Wielsbeke,HOUSE,HOUSE,399000.0,3.0,178.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,454.0,4.0,0,GOOD
12428,Lievegem,APARTMENT,APARTMENT,296934.0,2.0,89.0,NOT_DEFINED,0,0.0,1,16.0,0,0.0,0.0,1.0,0,UNKNOWN
12429,Maarkedal,HOUSE,MANOR_HOUSE,1150000.0,3.0,200.0,INSTALLED,0,0.0,1,0.0,0,0.0,5610.0,4.0,1,GOOD
12430,Oudenaarde,HOUSE,HOUSE,249000.0,3.0,215.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,411.0,3.0,0,TO_BE_DONE_UP
12431,Gent,HOUSE,HOUSE,589000.0,5.0,168.0,NOT_DEFINED,0,0.0,0,0.0,1,193.0,345.0,3.0,0,UNKNOWN
12432,Ronse,HOUSE,HOUSE,99000.0,2.0,195.89453526389536,NOT_DEFINED,0,4.0,0,0.0,1,0.0,488.0,3.0,0,TO_BE_DONE_UP
12433,Sprimont,HOUSE,HOUSE,485000.0,4.0,160.0,USA_HYPER_EQUIPPED,0,0.0,1,50.0,1,434.0,434.0,3.0,0,AS_NEW
12434,Alveringem,HOUSE,HOUSE,485000.0,1.0,554.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,1656.0,0.0,0,TO_BE_DONE_UP
12435,Lavacherie,HOUSE,VILLA,488000.0,3.0,318.0,USA_HYPER_EQUIPPED,0,1.0,1,26.0,1,0.0,920.0,0.0,0,UNKNOWN
12436,Uccle,HOUSE,APARTMENT_BLOCK,495000.0,0.0,200.0,NOT_INSTALLED,0,0.0,1,50.0,1,0.0,110.0,2.0,0,TO_BE_DONE_UP
12437,Wenduine,HOUSE,VILLA,495000.0,3.0,238.0,INSTALLED,0,0.0,1,0.0,1,0.0,585.0,0.0,0,GOOD
12438,Roeselare,HOUSE,HOUSE,495000.0,4.0,314.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,277.0,0.0,0,AS_NEW
12439,Asse,HOUSE,HOUSE,499000.0,4.0,238.0,HYPER_EQUIPPED,0,0.0,1,21.0,1,150.0,514.0,4.0,0,GOOD
12440,Asse,HOUSE,HOUSE,499000.0,4.0,238.0,HYPER_EQUIPPED,0,0.0,1,21.0,1,150.0,514.0,4.0,0,GOOD
12441,SINT-AMANDSBERG,HOUSE,VILLA,518000.0,3.0,146.0,INSTALLED,0,0.0,0,0.0,1,0.0,809.0,0.0,1,AS_NEW
12442,Genappe,HOUSE,HOUSE,525000.0,4.0,185.0,INSTALLED,0,0.0,1,15.0,1,0.0,670.0,3.0,0,GOOD
12443,Maldegem,HOUSE,HOUSE,525000.0,3.0,224.0,INSTALLED,0,0.0,0,0.0,1,1015.0,1127.0,0.0,0,AS_NEW
12444,Lokeren,HOUSE,HOUSE,529000.0,2.0,140.0,HYPER_EQUIPPED,0,0.0,1,50.0,1,250.0,441.0,3.0,0,AS_NEW
12445,Mol,HOUSE,VILLA,533000.0,4.0,243.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1966.0,0.0,1,AS_NEW
12446,COURT-SAINT-ÉTIENNE,HOUSE,HOUSE,535000.0,5.0,256.0,INSTALLED,0,0.0,1,0.0,1,1700.0,1977.0,3.0,0,GOOD
12447,Affligem,HOUSE,MIXED_USE_BUILDING,549000.0,5.0,207.0,HYPER_EQUIPPED,0,0.0,1,57.0,0,0.0,251.0,2.0,0,GOOD
12448,Ixelles,HOUSE,HOUSE,550000.0,6.0,221.0,NOT_DEFINED,0,0.0,1,20.0,0,0.0,44.0,2.0,0,GOOD
12449,ZEVERGEM,HOUSE,COUNTRY_COTTAGE,550000.0,3.0,125.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,2692.0,0.0,0,UNKNOWN
12450,Dessel,HOUSE,HOUSE,564000.0,4.0,270.0,INSTALLED,0,0.0,1,0.0,0,0.0,1237.0,0.0,0,GOOD
12451,Nijlen,HOUSE,HOUSE,565000.0,3.0,226.0,HYPER_EQUIPPED,0,0.0,1,55.0,1,700.0,1022.0,3.0,0,AS_NEW
12452,Menen,HOUSE,HOUSE,575000.0,6.0,76.0,INSTALLED,0,0.0,0,0.0,0,0.0,431.0,0.0,0,GOOD
12453,Lennik,HOUSE,HOUSE,579000.0,5.0,320.0,INSTALLED,0,1.0,1,20.0,1,0.0,1497.0,4.0,0,JUST_RENOVATED
12454,Court-Saint-Étienne,HOUSE,EXCEPTIONAL_PROPERTY,595000.0,3.0,290.0,SEMI_EQUIPPED,0,0.0,1,22.0,0,0.0,292.0,5.0,0,AS_NEW
12455,Vilvoorde,HOUSE,EXCEPTIONAL_PROPERTY,595000.0,4.0,228.0,USA_HYPER_EQUIPPED,0,1.0,1,18.0,1,60.0,210.0,2.0,0,GOOD
12456,Oostduinkerke,HOUSE,VILLA,595000.0,3.0,289.6942604856512,INSTALLED,0,0.0,1,0.0,0,0.0,994.0,0.0,0,JUST_RENOVATED
12457,Uccle,HOUSE,HOUSE,615000.0,4.0,170.0,NOT_DEFINED,0,0.0,1,25.0,0,0.0,282.0,2.0,0,UNKNOWN
12458,Grandmetz,HOUSE,HOUSE,630000.0,4.0,323.0,INSTALLED,0,0.0,1,150.0,1,1110.0,1684.0,4.0,1,AS_NEW
12459,Aartselaar,HOUSE,VILLA,640000.0,3.0,395.0,INSTALLED,0,0.0,0,0.0,1,1.0,918.0,4.0,0,GOOD
12460,SINT-GILLIS-DENDERMONDE,HOUSE,HOUSE,640000.0,5.0,631.0,SEMI_EQUIPPED,0,1.0,1,0.0,0,0.0,892.0,0.0,0,GOOD
12461,SINT-GILLIS-DENDERMONDE,HOUSE,HOUSE,640000.0,5.0,631.0,SEMI_EQUIPPED,0,1.0,1,0.0,0,0.0,892.0,0.0,0,GOOD
12462,SINT-GILLIS-DENDERMONDE,HOUSE,MIXED_USE_BUILDING,640000.0,5.0,631.0,SEMI_EQUIPPED,0,1.0,1,0.0,0,0.0,892.0,0.0,0,GOOD
12463,Antwerp,HOUSE,HOUSE,395000.0,4.0,123.0,NOT_INSTALLED,0,0.0,1,0.0,1,100.0,225.0,3.0,0,JUST_RENOVATED
12464,Mouscron,APARTMENT,APARTMENT,169000.0,2.0,85.0,SEMI_EQUIPPED,0,0.0,1,12.0,0,0.0,0.0,0.0,0,TO_BE_DONE_UP
12465,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,270000.0,3.0,130.0,INSTALLED,0,0.0,1,10.0,0,0.0,0.0,3.0,0,AS_NEW
12466,Tienen,APARTMENT,APARTMENT,160000.0,0.0,68.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,TO_BE_DONE_UP
12467,TAMINES,HOUSE,HOUSE,210000.0,3.0,186.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,507.0,3.0,0,UNKNOWN
12468,Etterbeek,APARTMENT,GROUND_FLOOR,360000.0,2.0,76.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,1,50.0,0.0,2.0,0,AS_NEW
12469,Geraardsbergen,HOUSE,HOUSE,139500.0,3.0,195.89453526389536,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,160.0,2.0,0,UNKNOWN
12470,Spa,APARTMENT,APARTMENT,99000.0,1.0,85.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,GOOD
12471,Deurne,APARTMENT,APARTMENT,190000.0,2.0,70.0,INSTALLED,0,0.0,1,8.0,0,0.0,0.0,2.0,0,AS_NEW
12472,Sint-Kruis,HOUSE,HOUSE,385000.0,3.0,150.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1644.0,4.0,0,TO_RENOVATE
12473,BREENDONK,APARTMENT,APARTMENT,284000.0,1.0,78.0,HYPER_EQUIPPED,0,0.0,1,12.0,0,0.0,0.0,3.0,0,UNKNOWN
12474,BREENDONK,APARTMENT,APARTMENT,344000.0,3.0,118.0,HYPER_EQUIPPED,0,0.0,1,30.0,0,0.0,0.0,3.0,0,UNKNOWN
12475,Oudenaarde,HOUSE,HOUSE,270000.0,3.0,154.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1415.0,3.0,0,TO_RENOVATE
12476,Blandain,HOUSE,HOUSE,256000.0,3.0,120.0,USA_UNINSTALLED,0,0.0,0,0.0,1,0.0,570.0,4.0,0,UNKNOWN
12477,Charleroi,APARTMENT,APARTMENT,80000.0,2.0,83.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,4.0,0,UNKNOWN
12478,Westende,HOUSE,HOUSE,1750000.0,8.0,533.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,533.0,0.0,0,AS_NEW
12479,Forest,APARTMENT,APARTMENT,299000.0,3.0,110.0,SEMI_EQUIPPED,0,0.0,1,8.0,0,0.0,0.0,4.0,0,AS_NEW
12480,BRUXELLES,APARTMENT,APARTMENT,259000.0,1.0,55.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
12481,Brakel,HOUSE,HOUSE,410000.0,3.0,182.0,HYPER_EQUIPPED,0,0.0,1,12.0,1,0.0,695.0,4.0,0,AS_NEW
12482,Brakel,HOUSE,HOUSE,410000.0,3.0,182.0,HYPER_EQUIPPED,0,0.0,1,12.0,1,0.0,695.0,4.0,0,AS_NEW
12483,Brakel,HOUSE,VILLA,260000.0,3.0,193.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,0.0,1022.0,0.0,0,GOOD
12484,MONT-SAINT-GUIBERT,HOUSE,HOUSE,550000.0,4.0,210.0,HYPER_EQUIPPED,0,1.0,1,0.0,1,0.0,900.0,4.0,1,GOOD
12485,Anderlecht,HOUSE,HOUSE,595000.0,4.0,292.0,USA_INSTALLED,0,0.0,1,20.0,1,160.0,0.0,2.0,0,GOOD
12486,Ganshoren,APARTMENT,APARTMENT,227500.0,2.0,90.0,NOT_DEFINED,0,0.0,1,9.0,0,0.0,0.0,0.0,0,GOOD
12487,ACHOUFFE,HOUSE,HOUSE,302000.0,4.0,124.0,INSTALLED,0,0.0,1,0.0,0,0.0,441.0,3.0,0,AS_NEW
12488,Assebroek,HOUSE,HOUSE,419000.0,3.0,133.0,HYPER_EQUIPPED,0,0.0,1,25.0,1,135.0,175.0,2.0,0,AS_NEW
12489,Zeebrugge,APARTMENT,APARTMENT,274000.0,2.0,91.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12490,Trois-ponts,HOUSE,HOUSE,320000.0,3.0,200.0,USA_HYPER_EQUIPPED,0,1.0,1,30.0,1,300.0,400.0,0.0,0,JUST_RENOVATED
12491,Rulles (Habay),HOUSE,HOUSE,275000.0,2.0,176.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,444.0,3.0,0,UNKNOWN
12492,Forest,APARTMENT,APARTMENT,230000.0,1.0,56.0,INSTALLED,0,0.0,1,2.0,0,0.0,0.0,2.0,0,GOOD
12493,Lebbeke,HOUSE,HOUSE,359000.0,3.0,189.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,520.0,4.0,0,AS_NEW
12494,Mouscron Herseaux,HOUSE,VILLA,399000.0,4.0,150.0,INSTALLED,0,0.0,1,0.0,1,300.0,573.0,4.0,0,AS_NEW
12495,Schaerbeek,HOUSE,HOUSE,450000.0,4.0,200.0,SEMI_EQUIPPED,0,0.0,1,11.0,1,156.0,270.0,2.0,0,TO_RENOVATE
12496,NODEBAIS,HOUSE,HOUSE,543000.0,4.0,181.0,INSTALLED,0,0.0,1,40.0,1,887.0,887.0,4.0,0,UNKNOWN
12497,Egenhoven,HOUSE,HOUSE,640000.0,4.0,190.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,517.0,4.0,0,AS_NEW
12498,Hamme,HOUSE,VILLA,895000.0,4.0,375.0,HYPER_EQUIPPED,0,0.0,1,32.0,0,0.0,2549.0,4.0,0,GOOD
12499,Lede,HOUSE,HOUSE,270000.0,4.0,136.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,130.0,2.0,0,GOOD
12500,Hoeilaart,HOUSE,HOUSE,395000.0,4.0,172.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,373.0,4.0,0,TO_RENOVATE
12501,STEENHUFFEL,HOUSE,VILLA,795000.0,3.0,276.0,USA_HYPER_EQUIPPED,0,1.0,1,80.0,1,420.0,919.0,4.0,1,GOOD
12502,Sint-Kruis,HOUSE,VILLA,995000.0,3.0,401.0,INSTALLED,0,1.0,0,0.0,1,0.0,1334.0,4.0,0,TO_BE_DONE_UP
12503,LASNE-CHAPELLE-SAINT-LAMBERT,HOUSE,HOUSE,1490000.0,6.0,480.0,USA_INSTALLED,0,1.0,1,50.0,1,6500.0,6719.0,4.0,1,AS_NEW
12504,Steenokkerzeel,HOUSE,HOUSE,425000.0,3.0,174.0,NOT_DEFINED,0,0.0,1,28.0,1,450.0,935.0,4.0,0,GOOD
12505,MARBAIS,HOUSE,EXCEPTIONAL_PROPERTY,850000.0,6.0,325.0,INSTALLED,0,1.0,1,113.0,1,0.0,1720.0,4.0,1,JUST_RENOVATED
12506,Seraing,HOUSE,MIXED_USE_BUILDING,149000.0,2.0,90.0,INSTALLED,0,0.0,0,0.0,0,0.0,60.0,2.0,0,TO_BE_DONE_UP
12507,Seraing,HOUSE,HOUSE,209000.0,5.0,160.0,SEMI_EQUIPPED,0,0.0,1,20.0,1,130.0,260.0,2.0,0,AS_NEW
